Repository,URL,Commit
stable_branch_test_existing_branch_update,https://github.com/raider001/stable_branch_test_existing_branch_update.git,280f57eac9c076d583f1ce316738e185247eaa7b
stable_branch_test_new_branch,https://github.com/raider001/stable_branch_test_new_branch.git,e805c14718052f14e2ffc0dfa6dd530c1e44cbe5
